,doc_name,qualifications,specialities,verification_label,practo_score,practo_votes,description,clinics
26,Dr. Zalak R Galia,"MBBS, DNB - Ophthalmology",Ophthalmologist/ Eye Surgeon,Not Verified,Not Scored,0.0,"Dr. Zalak R Galia is an Ophthalmologist/ Eye Surgeon in Nalasopara East, Mumbai. Dr. Zalak R Galia practices at Risha Eye Hospital in Nalasopara East, Mumbai. She completed MBBS from Maharashtra Universtity of Health Sciences, Nashik in 2004 and DNB - Ophthalmology from Physical Therapy Teaching & Treatment Center,LTMG Hospital, Sion, Mumbai  in 2009.<br/><br/> She is a member of All India Ophthalmological Society, Bombay Ophthalmologists' Association (BOA) and Maharashtra Ophthalmological Society. Some of the services provided by the doctor are: Phacoemulsification Surgery, Anterior Segment Surgery, Laser Refractive & Cataract Surgery, Cataract Surgery and Glaucoma Evaluation / Treatment etc.<br/><br/> You can get the phone number of Dr. Zalak R Galia on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Nalasopara East', 'clinic_geo_coordinates': {'latitude': 19.422133433331695, 'longitude': 72.82397836446762}, 'clinic_address': 'B/01,0 2 Ground Floor, Krishna Retail Space, Tulinj Road, Nalasopara East. Landmark: Behind Shamrao Vitthal Bank, Opp. K.M.P.D. School, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/risha-eye-hospital-nallosapare-e', 'clinic_timings': ' MON - SAT 5:00 PM - 9:00 PM ', 'clinic_name': 'Risha Eye Hospital'}}"
27,Dr. Ketki Purecha,"MBBS, DNB - Ophthalmology, FICOI",Ophthalmologist/ Eye Surgeon,Not Verified,Not Scored,0.0,"Dr. Ketki Purecha is an Ophthalmologist/ Eye Surgeon in Mira Road, Mumbai. Dr. Ketki Purecha practices at Bhaktivedanta Hospital in Mira Road, Mumbai. She completed MBBS, DNB - Ophthalmology and FICOI.<br/><br/> You can get the phone number of Dr. Ketki Purecha on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Mira Road', 'clinic_geo_coordinates': {'latitude': 19.282264, 'longitude': 72.862154}, 'clinic_address': 'Shrishti Complex, Sector No 1, Bhaktivedanta Swami Marg, Landmark : Near Royal College, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/hospital/bhaktivedanta-hospital-mira-road', 'clinic_timings': ' MON - SAT 10:00 AM - 6:00 PM ', 'clinic_name': 'Bhaktivedanta Hospital'}}"
28,Dr. Sudhir Sudrik,"MBBS, MS - Ophthalmology",Ophthalmologist/ Eye Surgeon,Not Verified,Not Scored,0.0,"Dr. Sudhir Sudrik is an Ophthalmologist/ Eye Surgeon in Mira Road, Mumbai. Dr. Sudhir Sudrik practices at Bhaktivedanta Hospital in Mira Road, Mumbai. He completed MBBS and MS - Ophthalmology.<br/><br/> You can get the phone number of Dr. Sudhir Sudrik on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Mira Road', 'clinic_geo_coordinates': {'latitude': 19.282264, 'longitude': 72.862154}, 'clinic_address': 'Shrishti Complex, Sector No 1, Bhaktivedanta Swami Marg, Landmark : Near Royal College, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/hospital/bhaktivedanta-hospital-mira-road', 'clinic_timings': ' SAT 4:00 PM - 8:00 PM ', 'clinic_name': 'Bhaktivedanta Hospital'}}"
29,Dr. Ninu Shah Almel,"MBBS, MS - Ophthalmology, DOMS",Ophthalmologist/ Eye Surgeon,Not Verified,Not Scored,0.0,"Dr. Ninu Shah Almel is an Ophthalmologist/ Eye Surgeon in Mulund West, Mumbai. Dr. Ninu Shah Almel practices at Hira Mongi Navneet Hospital in Mulund West, Mumbai. She completed MBBS, MS - Ophthalmology and DOMS.<br/><br/> You can get the phone number of Dr. Ninu Shah Almel on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Mulund West', 'clinic_geo_coordinates': {'latitude': 19.1712771, 'longitude': 72.950284}, 'clinic_address': 'Valji Ladha Road, Landmark : Near Kalidas Natyagruh & Opposite Acchija Hotel, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/hospital/hira-mongi-navneet-hospital-mulund-west1', 'clinic_timings': ' MON, THU 8:00 AM - 6:30 PM ', 'clinic_name': 'Hira Mongi Navneet Hospital'}}"
30,Dr. Priya Shrinivas,MS - Ophthalmology,Ophthalmologist/ Eye Surgeon,Not Verified,Not Scored,0.0,"Dr. Priya Shrinivas is an Ophthalmologist/ Eye Surgeon in Mulund West, Mumbai. Dr. Priya Shrinivas practices at Hira Mongi Navneet Hospital in Mulund West, Mumbai. She completed MS - Ophthalmology.<br/><br/> You can get the phone number of Dr. Priya Shrinivas on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Mulund West', 'clinic_geo_coordinates': {'latitude': 19.1712771, 'longitude': 72.950284}, 'clinic_address': 'Valji Ladha Road, Landmark : Near Kalidas Natyagruh & Opposite Acchija Hotel, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/hospital/hira-mongi-navneet-hospital-mulund-west1', 'clinic_timings': ' WED, FRI 8:00 AM - 6:30 PM ', 'clinic_name': 'Hira Mongi Navneet Hospital'}}"
31,Dr. HEMA RATNAPARKHI,"MBBS, MS - Ophthalmology",Ophthalmologist/ Eye Surgeon,Not Verified,Not Scored,0.0,"Dr. HEMA RATNAPARKHI is an Ophthalmologist/ Eye Surgeon in Khar West, Mumbai. Dr. HEMA RATNAPARKHI practices at Ramakrishna Mission Hospital in Khar West, Mumbai. She completed MBBS and MS - Ophthalmology.<br/><br/> You can get the phone number of Dr. HEMA RATNAPARKHI on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Khar West', 'clinic_geo_coordinates': {'latitude': 19.0743008, 'longitude': 72.83807}, 'clinic_address': 'Ramkrishna Mission Marg, 12th Khar Road, Landmark: Near Sacred Heart School, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/hospital/ramakrishna-mission-hospital-khar-west', 'clinic_timings': ' WED, FRI 9:30 AM - 10:30 AM ', 'clinic_name': 'Ramakrishna Mission Hospital'}}"
32,Dr. Pandurang Kulkarni,"MBBS, MS - Ophthalmology",Ophthalmologist/ Eye Surgeon,Not Verified,Not Scored,0.0,"Dr. Pandurang Kulkarni is an Ophthalmologist/ Eye Surgeon in Wadala, Mumbai. Dr. Pandurang Kulkarni practices at Aditya Jyot Eye Hospital in Wadala, Mumbai. He completed MBBS and MS - Ophthalmology.<br/><br/> You can get the phone number of Dr. Pandurang Kulkarni on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Wadala', 'clinic_geo_coordinates': {'latitude': 19.015128, 'longitude': 72.858064}, 'clinic_address': 'Plot No. 153, Road No. 9, Major Parmeshwaran Road. Landmark: Opposite S.I.W.S. College Gate No. 3, Wadala, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/hospital/aditya-jyot-eye-hospital-wadala', 'clinic_timings': ' MON - SAT 10:00 AM - 5:00 PM ', 'clinic_name': 'Aditya Jyot Eye Hospital'}}"
33,Dr. Dina Rangwala,"MBBS, MS - Ophthalmology",Ophthalmologist/ Eye Surgeon,Not Verified,Not Scored,0.0,"Dr. Dina Rangwala is an Ophthalmologist/ Eye Surgeon in Andheri West, Mumbai. Dr. Dina Rangwala practices at Sai Drishti Daycare Clinic in Andheri West, Mumbai. She completed MBBS and MS - Ophthalmology.<br/><br/> You can get the phone number of Dr. Dina Rangwala on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Andheri West', 'clinic_geo_coordinates': {'latitude': 'NA', 'longitude': 'NA'}, 'clinic_address': 'Shop No 302, 3rd Floor, Samrock Apartments, Juhu Lane, Near Shoppers Stop, Andheri West, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/sai-drishti-daycare-clinic-andheri-west', 'clinic_timings': ' MON - SAT 8:00 AM - 9:45 AM ', 'clinic_name': 'Sai Drishti Daycare Clinic'}}"
34,Dr. Sweedle D'mello Shinde,"MBBS, DNB - Ophthalmology","Ophthalmologist/ Eye Surgeon, 9 Years Experience",Not Verified,Not Scored,0.0,"Dr. Sweedle D'mello Shinde is an Ophthalmologist/ Eye Surgeon in Andheri West, Mumbai and has an experience of 9 years in this field. Dr. Sweedle D'mello Shinde practices at Doctor Eye Institute in Andheri West, Mumbai and Doctor Eye Institute in Andheri West, Mumbai. She completed MBBS and DNB - Ophthalmology.<br/><br/> She is a member of Delhi Ophthalmological Society (DOS) and All India Ophthalmological Society.<br/><br/> You can get the phone number of Dr. Sweedle D'mello Shinde on Practo.com.","{'1': {'city': 'Mumbai', 'locality': 'Andheri West', 'clinic_geo_coordinates': {'latitude': 19.140333, 'longitude': 72.831095}, 'clinic_address': '#303, 3rd floor, New Link Road, Andheri West. Landmark:Opp City Mall, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/doctor-eye-institute-andheri-west-1', 'clinic_timings': ' MON - SAT 3:30 PM - 8:30 PM ', 'clinic_name': 'Doctor Eye Institute'}, '0': {'city': 'Mumbai', 'locality': 'Andheri West', 'clinic_geo_coordinates': {'latitude': 19.121409, 'longitude': 72.845952}, 'clinic_address': '1st Floor, A/B Hotel Moti Mahal, Spenta Mansion, SV Road, Landmark : Opposite Andheri Railway Station, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/doctor-eye-institute-andheri-west', 'clinic_timings': ' MON - SAT 10:30 AM - 1:30 PM ', 'clinic_name': 'Doctor Eye Institute'}}"
35,Dr. Priya Rajput,"MBBS, MS - Ophthalmology",Ophthalmologist/ Eye Surgeon,Not Verified,Not Scored,0.0,"Dr. Priya Rajput is an Ophthalmologist/ Eye Surgeon in Andheri East, Mumbai. Dr. Priya Rajput practices at Ravindra Joshi Medical Foundation in Andheri East, Mumbai and Sightplus Eye Care in Malad East, Mumbai. She completed MBBS and MS - Ophthalmology.<br/><br/> You can get the phone number of Dr. Priya Rajput on Practo.com.","{'1': {'city': 'Mumbai', 'locality': 'Malad East', 'clinic_geo_coordinates': {'latitude': 'NA', 'longitude': 'NA'}, 'clinic_address': '#5, Onkar, Malad East Next to AxisBank, Opp Oberoi Mall, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/sightplus-eye-care-malad-east', 'clinic_timings': ' MON - SAT 10:00 AM - 1:00 PM ', 'clinic_name': 'Sightplus Eye Care'}, '0': {'city': 'Mumbai', 'locality': 'Andheri East', 'clinic_geo_coordinates': {'latitude': 'NA', 'longitude': 'NA'}, 'clinic_address': 'Saraswati Aparment, Off Parsi Panchayat Road, Vasudev Mishra Marg, Andheri East. Landmark: Near Jain Temple, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/ravindra-joshi-medical-foundation-andheri-east-1', 'clinic_timings': ' MON - SUN 1:00 PM - 2:00 PM ', 'clinic_name': 'Ravindra Joshi Medical Foundation'}}"
36,Dr. Gayatri Katpadi,"MBBS, MS - Ophthalmology","Ophthalmologist/ Eye Surgeon, 11 Years Experience",Not Verified,Not Scored,0.0,"Dr. Gayatri Katpadi is an Ophthalmologist/ Eye Surgeon in Kandivali East, Mumbai and has an experience of 11 years in this field. Dr. Gayatri Katpadi practices at Express Clinics in Kandivali East, Mumbai. She completed MBBS from Terna Medical College in 2003 and MS - Ophthalmology from Pravara Medical College in 2010.<br/><br/> You can get the phone number of Dr. Gayatri Katpadi on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Kandivali East', 'clinic_geo_coordinates': {'latitude': 19.2136211, 'longitude': 72.8650182}, 'clinic_address': '5, Ground Floor, SVIT Land, Thakur Complex, Landmark : Opposite V Mall, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/express-clinics-3-kandivali-east', 'clinic_timings': ' MON - SAT 9:30 AM - 11:30 AM ', 'clinic_name': 'Express Clinics'}}"
37,Dr. Rahul Ashok Shroff,"MBBS, MS - Ophthalmology",Ophthalmologist/ Eye Surgeon,Not Verified,Not Scored,0.0,"Specialist in Diseases of the Retina and Vitreous since 1996.<br/>His area of expertise lies in the management of retinal disorders such as retinal detachments, diabetic retinal involvement (diabetic retinopathy), age-related macular disorders (ARMD), retinal vascular disorders and vitreous surgery. You can get the phone number of Dr. Rahul Ashok Shroff on Practo.com.","{'1': {'city': 'Mumbai', 'locality': 'Marine Drive', 'clinic_geo_coordinates': {'latitude': 18.944527371879733, 'longitude': 72.82475050538778}, 'clinic_address': '86-B, Netaji Subhash Road, Marine Drive. Landmark:Govind Mahal Building 1st Floor, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/hospital/shroff-eye-clinic-marine-drive', 'clinic_timings': ' MON, WED 1:00 PM - 6:30 PM ', 'clinic_name': 'Shroff Eye Clinic'}, '0': {'city': 'Mumbai', 'locality': 'Bandra West', 'clinic_geo_coordinates': {'latitude': 19.075984, 'longitude': 72.877656}, 'clinic_address': '#222, S V Road,  Bandra West. Landmark: Near Suburbia Movie Time Theatre, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/hospital/shroff-eye-hospital-bandra-west', 'clinic_timings': ' TUE, THU - SAT 2:00 PM - 6:00 PM ', 'clinic_name': 'Shroff Eye Hospital'}}"
38,Dr. Bhavesh Furia,"MBBS, MS - Ophthalmology, DNB - Ophthalmology, FCPS - Mid. & Gynae, MNAMS (Membership of the National Academy)",Ophthalmologist/ Eye Surgeon,Not Verified,Not Scored,0.0,"Dr. Bhavesh Furia is an Ophthalmologist/ Eye Surgeon in Ghatkopar West, Mumbai. Dr. Bhavesh Furia practices at Furia's Eye Clinic in Ghatkopar West, Mumbai. He completed MBBS, MS - Ophthalmology from King Edward Memorial Hospital, Mumbai and DNB - Ophthalmology.<br/><br/> You can get the phone number of Dr. Bhavesh Furia on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Ghatkopar West', 'clinic_geo_coordinates': {'latitude': 'NA', 'longitude': 'NA'}, 'clinic_address': 'Bhaveshwar PlazaB-Wing , 301 & 302, L.B.S.Marg, Landmark: Near Swapna Hospital, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/furia-s-eye-clinic-ghatkopar-west', 'clinic_timings': ' MON - SAT 9:00 AM - 11:00 AM6:00 PM - 8:30 PM ', 'clinic_name': ""Furia's Eye Clinic""}}"
39,Dr. Deepak Bhadra,"MBBS, MS - Ophthalmology",Ophthalmologist/ Eye Surgeon,Not Verified,Not Scored,0.0,"Dr. Deepak Bhadra is an Ophthalmologist/ Eye Surgeon in Ghatkopar West, Mumbai. Dr. Deepak Bhadra practices at Nulife Hospital - Ghatkopar in Ghatkopar West, Mumbai. He completed MBBS and MS - Ophthalmology.<br/><br/> You can get the phone number of Dr. Deepak Bhadra on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Ghatkopar West', 'clinic_geo_coordinates': {'latitude': 19.075984, 'longitude': 72.877656}, 'clinic_address': '1st Floor, A Wing, Harekrishna Building, L.B.S. Marg, Ghatkopar West. Landamrk: Behind Titan Showroom &  Near Telephone Exchange, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/nulife-hospital-ghatkopar-ghatkopar-west', 'clinic_timings': ' MON - SAT 9:00 AM - 11:00 AM7:00 PM - 10:00 PM ', 'clinic_name': 'Nulife Hospital - Ghatkopar'}}"
40,Dr. Rahul Ashok Shroff,"MBBS, MS - Ophthalmology",Ophthalmologist/ Eye Surgeon,Not Verified,Not Scored,0.0,"Specialist in Diseases of the Retina and Vitreous since 1996.<br/>His area of expertise lies in the management of retinal disorders such as retinal detachments, diabetic retinal involvement (diabetic retinopathy), age-related macular disorders (ARMD), retinal vascular disorders and vitreous surgery. You can get the phone number of Dr. Rahul Ashok Shroff on Practo.com.","{'1': {'city': 'Mumbai', 'locality': 'Marine Drive', 'clinic_geo_coordinates': {'latitude': 18.944527371879733, 'longitude': 72.82475050538778}, 'clinic_address': '86-B, Netaji Subhash Road, Marine Drive. Landmark:Govind Mahal Building 1st Floor, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/hospital/shroff-eye-clinic-marine-drive', 'clinic_timings': ' MON, WED 1:00 PM - 6:30 PM ', 'clinic_name': 'Shroff Eye Clinic'}, '0': {'city': 'Mumbai', 'locality': 'Bandra West', 'clinic_geo_coordinates': {'latitude': 19.075984, 'longitude': 72.877656}, 'clinic_address': '#222, S V Road,  Bandra West. Landmark: Near Suburbia Movie Time Theatre, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/hospital/shroff-eye-hospital-bandra-west', 'clinic_timings': ' TUE, THU - SAT 2:00 PM - 6:00 PM ', 'clinic_name': 'Shroff Eye Hospital'}}"
41,Dr. Sweedle D'mello Shinde,"MBBS, DNB - Ophthalmology","Ophthalmologist/ Eye Surgeon, 9 Years Experience",Not Verified,Not Scored,0.0,"Dr. Sweedle D'mello Shinde is an Ophthalmologist/ Eye Surgeon in Andheri West, Mumbai and has an experience of 9 years in this field. Dr. Sweedle D'mello Shinde practices at Doctor Eye Institute in Andheri West, Mumbai and Doctor Eye Institute in Andheri West, Mumbai. She completed MBBS and DNB - Ophthalmology.<br/><br/> She is a member of Delhi Ophthalmological Society (DOS) and All India Ophthalmological Society.<br/><br/> You can get the phone number of Dr. Sweedle D'mello Shinde on Practo.com.","{'1': {'city': 'Mumbai', 'locality': 'Andheri West', 'clinic_geo_coordinates': {'latitude': 19.140333, 'longitude': 72.831095}, 'clinic_address': '#303, 3rd floor, New Link Road, Andheri West. Landmark:Opp City Mall, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/doctor-eye-institute-andheri-west-1', 'clinic_timings': ' MON - SAT 3:30 PM - 8:30 PM ', 'clinic_name': 'Doctor Eye Institute'}, '0': {'city': 'Mumbai', 'locality': 'Andheri West', 'clinic_geo_coordinates': {'latitude': 19.121409, 'longitude': 72.845952}, 'clinic_address': '1st Floor, A/B Hotel Moti Mahal, Spenta Mansion, SV Road, Landmark : Opposite Andheri Railway Station, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/doctor-eye-institute-andheri-west', 'clinic_timings': ' MON - SAT 10:30 AM - 1:30 PM ', 'clinic_name': 'Doctor Eye Institute'}}"
42,Dr.Ashish Vaidya,"MBBS, MS - Ophthalmology",Ophthalmologist/ Eye Surgeon,Not Verified,Not Scored,0.0,"Dr.Ashish Vaidya is an Ophthalmologist/ Eye Surgeon in Bandra West, Mumbai. Dr.Ashish Vaidya practices at Lilavati Hospital and Research Centre in Bandra West, Mumbai. He completed MBBS and MS - Ophthalmology.<br/><br/> You can get the phone number of Dr.Ashish Vaidya on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Bandra West', 'clinic_geo_coordinates': {'latitude': 19.051518, 'longitude': 72.834562}, 'clinic_address': '#A - 791, Bandra Reclamation, Landmark : Opposite Mumbai Educational Trust, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/hospital/lilavati-hospital-and-research-centre-bandra-west', 'clinic_timings': ' MON 2:00 PM - 4:00 PM THU 10:00 AM - 12:00 PM ', 'clinic_name': 'Lilavati Hospital and Research Centre'}}"
43,Dr. Naresh Choudhary,"MBBS, MS - Ophthalmology",Ophthalmologist/ Eye Surgeon,Not Verified,Not Scored,0.0,"Dr. Naresh Choudhary is an Ophthalmologist/ Eye Surgeon in Goregaon West, Mumbai. Dr. Naresh Choudhary practices at Dr Chodhari Eye Clinic & Nursing Home in Goregaon West, Mumbai. He completed MBBS and MS - Ophthalmology.<br/><br/> You can get the phone number of Dr. Naresh Choudhary on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Goregaon West', 'clinic_geo_coordinates': {'latitude': 19.161656, 'longitude': 72.845788}, 'clinic_address': '#343, Manibhuvan,S.V. Road,Tilak Nagar, Goregaon West, Landmark: Next To Citi Centre Mall &amp; Above ICICI Bank, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/dr-chodhari-eye-clinic-nursing-home-goregaon-west', 'clinic_timings': ' MON - SAT 5:00 PM - 7:00 PM ', 'clinic_name': 'Dr Chodhari Eye Clinic & Nursing Home'}}"
44,Dr. Dinesh Doshi,"MBBS, MS - Ophthalmology",Ophthalmologist/ Eye Surgeon,Not Verified,Not Scored,0.0,"Dr. Dinesh Doshi is an Ophthalmologist/ Eye Surgeon in Grant Road, Mumbai. Dr. Dinesh Doshi practices at Blue Cross Nursing Home in Grant Road, Mumbai. He completed MBBS and MS - Ophthalmology.<br/><br/> Service provided by the doctor is: Diabetic Eye Checkup.<br/><br/> You can get the phone number of Dr. Dinesh Doshi on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Grant Road', 'clinic_geo_coordinates': {'latitude': 18.962594, 'longitude': 72.811055}, 'clinic_address': 'Building No 21, Augustus Villa Building,  Hughes Road, Grant Road. Landmark: Near New Era High School, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/blue-cross-nursing-home-grant-road', 'clinic_timings': ' MON - SAT 4:00 PM - 8:00 PM ', 'clinic_name': 'Blue Cross Nursing Home'}}"
45,Dr. Chandresh Parekh,"MBBS, MS - Ophthalmology",Ophthalmologist/ Eye Surgeon,Not Verified,Not Scored,0.0,"Dr. Chandresh Parekh is an Ophthalmologist/ Eye Surgeon in Grant Road, Mumbai. Dr. Chandresh Parekh practices at Dr. Chandresh Parekh  in Grant Road, Mumbai. He completed MBBS and MS - Ophthalmology.<br/><br/> You can get the phone number of Dr. Chandresh Parekh on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Grant Road', 'clinic_geo_coordinates': {'latitude': 'NA', 'longitude': 'NA'}, 'clinic_address': 'Shastri Hall, Nana Chowk Opp Bhajigalli, 1st Floor 292 Tardeo Road, Grant Road, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/dr-chandresh-parekh-grant-road', 'clinic_timings': ' MON - TUE, THU - SAT 12:30 PM - 7:30 PM ', 'clinic_name': 'Dr. Chandresh Parekh '}}"
46,Dr. Ricky Vinay,"MBBS, DOMS, DNB",Ophthalmologist/ Eye Surgeon,Not Verified,Not Scored,0.0,"Dr. Ricky Vinay is an Ophthalmologist/ Eye Surgeon in Mulund West, Mumbai. Dr. Ricky Vinay practices at Hira Mongi Navneet Hospital in Mulund West, Mumbai and Terna Sahyadri Speciality Hospital & Research Centre in Nerul, Navi Mumbai. He completed MBBS, DOMS and DNB.<br/><br/> You can get the phone number of Dr. Ricky Vinay on Practo.com.","{'1': {'city': 'Navi Mumbai', 'locality': 'Nerul', 'clinic_geo_coordinates': {'latitude': 19.0318626, 'longitude': 73.0165608}, 'clinic_address': 'Plot Number 12, Sector 22, Phase-2, Landmark : Opposite Nerul Railway Station, Navi Mumbai', 'clinic_url': 'https://www.practo.com/navi-mumbai/hospital/terna-sahyadri-speciality-hospital-nerul', 'clinic_timings': ' MON - TUE, THU - FRI 10:00 AM - 11:30 AM ', 'clinic_name': 'Terna Sahyadri Speciality Hospital & Research Centre'}, '0': {'city': 'Mumbai', 'locality': 'Mulund West', 'clinic_geo_coordinates': {'latitude': 19.1712771, 'longitude': 72.950284}, 'clinic_address': 'Valji Ladha Road, Landmark : Near Kalidas Natyagruh & Opposite Acchija Hotel, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/hospital/hira-mongi-navneet-hospital-mulund-west1', 'clinic_timings': ' WED, FRI 8:00 AM - 6:30 PM ', 'clinic_name': 'Hira Mongi Navneet Hospital'}}"
